date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-09-30,-1.91,-4.45,76.97,211.68,1.83,0.00,1.97,14.37,3.54,0.45,0.75,1.53,42.60,65.64,54.91,88.41,91535.11,188096.36,50.27,4.76,1134.70,6604.78,2042.93,267.92,456.61,519.80,63.67,-41494.36,-1751.87,2831442.42,17706666.21,134928.58,690.89,95491.60,1553076.01,468226.15,59595.96,54365.50,177294.48,2345704.53,2661685.30,686260.45,0.00
2024-10-01,-1.90,-6.62,75.22,204.90,0.96,0.09,2.61,15.04,2.81,0.67,1.07,1.60,46.91,61.22,58.51,92.86,89387.45,182053.76,30.52,96.41,1502.64,6962.07,1719.63,396.47,656.80,508.67,73.39,-37803.59,-141676.75,4424587.15,18821291.22,84867.68,25374.13,165473.58,1781239.58,500511.04,110552.64,72727.90,297814.23,4154068.36,3491485.89,-212911.70,-1006656.34
2024-10-02,-2.50,-4.12,70.69,205.55,1.34,0.02,2.60,8.73,1.93,0.53,1.03,1.74,50.32,76.49,55.00,84.87,83247.89,182697.16,39.29,11.47,1496.35,4415.83,1189.67,312.19,632.02,494.48,75.72,-13602.97,2751.46,4434349.50,17698792.44,97744.23,292.04,155590.43,997069.62,326345.08,79955.08,72164.90,200296.87,4538373.08,6027099.20,1118860.46,-223089.88
2024-10-03,-1.66,-4.89,63.40,194.81,2.15,0.00,1.98,5.06,0.76,0.00,0.81,1.18,36.54,111.53,50.15,90.24,74928.14,172909.29,61.78,0.93,1142.67,2789.57,447.33,0.00,499.50,457.88,38.24,-42182.73,-39177.73,-411516.18,13029298.75,122445.37,72.21,-33740.54,369458.42,97012.62,0.00,48763.41,88276.39,1519391.27,1360343.09,471439.03,-1613773.08
2024-10-04,-2.17,-5.63,68.38,200.66,2.16,0.00,1.99,4.17,1.12,0.01,0.90,1.78,36.53,110.97,36.47,87.53,81263.49,177838.84,58.96,0.00,1143.39,2313.98,798.91,4.99,558.55,484.47,43.47,-38651.88,-149501.35,1295500.86,13083000.48,103473.66,0.00,-7603.80,267528.12,123903.12,983.32,42097.12,145375.94,2100466.76,1683503.38,-231964.69,-1564756.17
2024-10-05,-1.79,-8.93,66.50,173.77,2.06,0.00,1.99,3.71,0.56,0.00,0.58,1.17,29.56,129.87,32.49,83.72,79513.55,153846.90,57.03,0.00,1148.12,2113.59,372.57,0.00,367.10,460.76,18.92,-77259.76,-361716.06,-243291.47,6816443.26,62279.91,0.00,-36265.24,194678.05,55663.67,0.00,24078.57,68020.66,772076.46,631774.66,-979661.88,-3267706.79
2024-10-06,-1.99,-9.32,58.75,166.34,1.97,0.01,1.99,6.80,2.32,0.21,0.71,1.14,23.29,135.00,32.61,92.16,70392.62,147792.35,54.53,14.87,1145.00,3564.42,1603.96,125.35,454.26,439.74,27.55,-58637.12,-407559.92,-1158899.53,9766025.43,112346.93,2758.84,27944.81,788506.72,407844.45,31083.54,43575.40,121193.64,782592.26,-199302.64,-893165.55,-2700735.08
2024-10-07,-2.28,-8.35,67.97,181.64,2.05,0.00,1.99,7.07,3.37,0.48,0.65,1.56,35.27,119.11,40.76,87.72,81110.60,161583.56,57.11,0.00,1143.65,3679.01,2446.57,281.66,415.39,465.14,50.50,-142674.41,-321999.56,1610074.80,14866219.17,161619.62,0.00,-85405.56,1024365.13,579732.01,59994.57,57751.26,104483.86,1978509.64,2314846.48,-935806.10,-4630749.96
2024-10-08,-1.88,-3.50,81.29,219.01,2.17,0.13,1.59,9.81,5.49,0.69,0.51,1.53,52.80,69.54,59.51,79.45,96566.81,195175.26,60.29,140.23,913.60,4952.89,3550.99,408.28,322.41,522.52,95.42,76168.93,149526.36,4682161.72,25636630.85,247562.71,27743.74,51685.57,1445932.67,848128.76,95555.14,58328.26,223676.15,4674266.49,5697806.85,3742129.87,3654125.12
2024-10-09,-3.16,-2.97,78.55,217.42,1.86,0.01,1.04,11.34,3.84,0.69,0.57,2.26,48.65,77.44,51.18,78.18,93927.40,193554.58,49.65,11.09,597.58,5526.96,2605.53,409.79,353.33,523.95,79.14,39355.12,98176.53,3222839.83,21903091.16,198494.72,1783.72,19086.52,1584182.59,566902.12,104019.45,62431.41,276160.38,4039514.98,4981188.09,2237146.93,784551.90
2024-10-10,-3.12,-5.57,63.74,205.41,1.91,0.00,1.97,8.84,2.20,0.32,0.81,1.99,37.39,94.24,51.30,93.92,76027.07,183024.16,52.84,0.00,1136.04,4489.09,1336.12,189.40,495.39,480.31,53.31,-34389.37,-152759.15,422977.17,17924196.36,166221.50,0.00,-10895.67,1244793.69,391765.15,17616.41,72169.75,160877.31,2064787.88,2119639.68,-278860.70,-1317898.75
2024-10-11,-2.83,-4.34,64.48,206.63,1.84,0.00,2.46,6.99,2.79,0.44,0.95,2.39,42.91,88.52,47.30,95.23,76900.96,184343.03,53.37,0.00,1416.15,3709.19,1743.39,260.78,581.33,484.03,67.79,4885.33,-119187.79,1797982.52,20663592.53,185906.16,0.00,32896.95,1221733.96,452679.28,30823.69,103888.36,183087.11,2606874.29,3514637.63,566484.87,422045.29
2024-10-12,-2.63,-4.68,63.65,197.35,0.98,0.00,1.96,5.74,2.64,0.27,1.01,1.96,43.51,73.70,43.32,93.01,75899.58,176072.10,27.41,0.94,1126.78,3070.56,1598.41,160.45,619.27,495.57,58.35,-101907.89,-140111.69,655180.69,15804327.32,69839.63,625.93,-13725.73,614774.65,406503.74,31943.50,69252.41,151812.04,2425855.68,3300029.30,1463983.34,-4094167.55
2024-10-13,-2.37,-5.46,62.98,190.79,1.30,0.00,2.00,6.68,3.13,0.52,1.09,1.90,43.40,74.81,45.58,80.67,75213.32,169367.25,29.56,0.00,1149.03,3424.31,1952.64,303.94,669.82,497.24,57.75,-44795.56,-72237.91,3184243.08,12872222.70,73750.71,0.00,96545.99,526953.38,354692.94,86232.71,38745.39,256021.28,3707337.21,2787068.65,385200.27,1247039.09
2024-10-14,-2.52,-2.90,68.10,226.07,1.51,0.00,1.09,8.55,3.52,0.22,1.12,1.46,42.81,82.01,36.30,78.31,81219.68,200946.22,39.84,0.00,625.27,4337.09,2249.76,127.70,683.27,531.90,67.75,29623.98,103554.12,2023358.85,20583259.45,119260.24,0.00,29204.49,948034.61,409509.92,17077.04,92587.33,86298.81,2630396.49,2922336.72,1517062.43,2459742.16
2024-10-15,-2.54,-4.11,63.88,222.49,1.12,0.14,1.08,7.10,4.34,0.33,1.09,2.03,44.71,101.83,37.04,78.05,76170.07,197513.14,31.68,96.42,622.77,3750.10,2891.24,193.51,667.77,504.73,92.16,20149.02,-56096.86,1271076.06,27863743.46,126596.12,73104.86,20398.36,789840.54,660383.96,22677.43,78034.51,251617.00,5327252.34,5355999.91,1456867.04,2179632.10
2024-10-16,-2.70,-4.06,65.10,226.74,1.35,0.06,0.98,8.03,4.65,0.70,1.02,2.22,46.70,89.38,37.66,75.73,77765.75,201443.51,40.50,43.77,563.97,4112.33,3072.79,411.04,626.35,520.43,66.82,33145.14,-35989.32,3090183.09,17301218.17,90574.18,15488.76,43921.00,660795.32,580589.97,132461.28,36247.61,291228.90,4181929.12,3435834.40,840161.98,2798272.88
2024-10-17,-3.07,-4.88,63.51,218.23,1.13,0.23,1.30,9.28,3.69,0.90,1.07,2.57,45.09,88.82,37.11,89.42,75267.63,193487.56,39.39,153.55,747.02,4556.28,2419.49,531.12,658.06,501.19,73.24,198417.01,-158725.97,2649472.77,16442810.62,72624.07,46791.00,327666.05,861507.38,685908.27,98346.59,55711.12,293895.62,3269106.06,5021201.02,739776.30,1479904.48
2024-10-18,-2.99,-3.61,65.69,220.58,1.54,0.28,0.99,6.99,2.09,0.00,1.14,1.94,32.74,129.77,32.23,61.91,77668.42,195508.28,48.73,168.85,567.88,3675.46,1499.51,0.00,697.16,507.61,51.75,-35206.29,-105169.02,1349702.91,15312963.34,89499.24,20267.97,-7739.35,623113.48,137188.00,0.00,59585.09,114687.93,2022822.35,3513704.01,379366.76,180809.39
2024-10-19,-2.86,-5.31,56.45,201.85,1.64,0.29,1.48,8.20,0.87,0.15,1.09,2.52,32.76,84.47,43.30,92.10,66939.35,178802.73,49.66,173.15,850.04,4432.70,629.17,90.98,670.81,486.76,53.85,-70257.32,30066.11,1100561.59,13915257.08,103283.64,22024.90,20528.70,612762.22,44511.96,16278.84,55372.92,214181.94,2226490.44,3367627.91,1182582.95,831507.89
2024-10-20,-2.90,-7.54,59.50,193.26,1.85,0.28,1.96,6.21,0.13,0.26,1.04,2.19,40.16,52.13,53.98,100.38,70478.67,171003.82,54.63,170.18,1126.47,3266.78,71.86,154.29,637.48,491.11,53.60,-86678.77,-203751.77,2268846.30,11365912.62,85091.15,14140.38,40169.41,443197.66,15024.42,29451.33,44840.91,226581.92,3383512.91,2713695.16,-691850.06,-1414319.15
2024-10-21,-3.35,-4.91,74.31,195.31,2.01,0.12,2.83,9.13,5.02,0.69,1.06,2.91,39.77,59.29,64.06,100.35,88502.09,172990.34,57.71,69.51,1628.98,4588.30,3337.57,405.31,650.78,496.24,81.61,36992.54,107899.69,4218457.67,19203056.07,160489.62,3388.76,256362.27,1357381.00,1074827.57,134789.46,84834.61,503900.11,4397688.65,3542253.59,1488728.48,2319415.89
2024-10-22,-3.54,-4.63,73.51,204.31,2.09,0.09,1.82,11.20,6.01,0.81,1.02,2.42,39.10,63.30,56.24,99.93,87546.42,181104.42,57.96,53.50,1045.96,5595.65,4161.50,476.49,629.29,506.93,76.35,7710.02,-68897.54,3229534.37,19064317.42,162213.45,32807.62,219503.90,1426970.92,1237979.65,119937.71,76914.13,284315.69,4157708.17,3237184.64,542917.36,9004878.89
2024-10-23,-4.19,-4.76,72.24,211.98,2.09,0.57,1.59,12.06,5.83,0.99,1.07,2.86,49.53,61.95,48.67,96.06,85973.60,188152.20,58.98,447.89,915.42,6069.40,3848.61,583.39,653.57,513.31,182.40,91750.07,-5072.65,3867057.29,46440341.55,400734.51,470678.13,326082.62,4982757.38,4551465.26,629330.66,199890.22,869044.25,13242996.92,2993561.21,1810653.05,10142092.86
2024-10-24,-4.28,-3.63,69.79,215.17,2.05,0.84,1.44,10.92,4.97,0.15,1.00,3.68,37.09,78.79,49.71,97.59,82827.48,191036.68,58.24,735.71,827.15,5611.52,3213.80,85.65,611.12,504.19,71.29,5882.35,9825.47,1901102.83,20989357.21,195952.41,106263.26,-5856.97,1170578.87,581255.55,12055.78,86544.51,214512.54,2878369.38,3399767.04,1650921.65,1374066.55
2024-10-25,-4.20,-5.74,78.58,198.47,2.02,0.18,1.49,10.70,6.80,1.61,0.90,3.61,46.05,45.50,54.85,113.15,93421.87,176167.67,58.04,109.46,856.07,5176.60,4493.08,949.65,548.70,508.65,75.30,-71440.77,-169767.61,5269506.49,16145550.37,131109.04,14217.39,142917.60,1081733.79,953875.13,238987.59,51953.54,345210.73,4588501.86,3603916.17,-28555.97,176166.78
2024-10-26,-3.30,-5.79,74.81,195.28,1.98,0.24,1.72,4.46,3.13,0.73,0.86,2.79,42.55,42.62,44.69,109.26,89093.00,173213.37,56.36,145.76,987.70,2437.60,2036.92,427.74,521.87,521.15,71.01,-115492.13,-149046.51,4007709.02,15710313.91,123164.73,18562.64,36888.73,449913.76,515337.20,141267.05,46580.69,385865.65,3884060.70,2541962.66,-39816.14,-1489694.70
2024-10-27,-3.71,-6.58,70.75,193.23,1.67,0.32,1.00,6.89,3.02,0.17,0.86,2.63,30.59,65.75,42.51,99.57,84353.88,171316.81,44.30,229.60,573.06,3487.51,2066.25,101.96,524.69,516.46,52.89,-71591.47,-16283.67,1015938.92,14070297.46,110235.71,28031.96,-1423.70,368333.46,342466.03,11021.23,49102.68,177066.92,2081735.36,2256699.86,161855.04,-1471363.89
2024-10-28,-3.72,-3.53,72.15,213.47,2.09,0.23,1.03,9.80,4.87,0.22,0.83,3.04,34.34,75.16,46.12,92.05,85850.09,189375.30,59.19,136.22,591.10,4846.05,3084.62,129.63,510.81,519.16,64.98,-34231.76,54390.85,888505.61,18730529.31,183309.78,13493.53,-12516.06,1007289.03,566420.32,17568.78,80159.07,216945.60,3362776.93,3600746.02,1106996.25,403590.44
2024-10-29,-3.64,-4.48,75.65,210.27,1.46,0.22,1.32,11.05,7.52,0.85,0.74,3.07,42.44,43.42,55.36,107.32,90022.45,186738.19,46.03,132.86,758.40,5430.88,4889.11,498.47,447.12,522.96,94.71,29829.75,-101543.70,5267482.69,22832641.02,124334.04,23271.28,95406.28,1357145.18,1221633.90,132895.67,66173.64,400806.06,5437679.39,4232219.69,1251992.67,-606567.86
2024-10-30,-3.48,-5.79,77.21,207.22,1.06,0.24,1.00,8.89,6.14,1.39,0.76,2.87,43.64,56.07,55.00,108.96,91823.75,184154.26,32.71,144.16,576.40,4427.32,4185.39,817.21,463.19,510.75,84.62,65642.06,-168250.90,5705029.95,19738384.80,86946.87,22759.74,56196.34,1046054.87,795771.33,175914.37,50030.96,326127.15,5219525.35,4645588.39,362750.08,-1190662.13
2024-10-31,-3.54,-4.24,76.37,209.08,1.54,0.22,0.99,10.16,4.64,0.63,0.79,2.54,43.58,71.76,50.51,102.40,90911.89,186080.68,45.99,130.52,571.81,5009.45,3270.48,373.86,481.28,505.56,80.94,70770.56,-71098.43,4064148.28,19505032.40,138882.02,20487.58,38067.18,1194526.98,584415.25,63782.59,54934.35,269342.08,5026442.35,5220302.97,1430539.49,2647356.90
2024-11-01,-3.07,-3.94,74.98,213.50,1.84,0.00,0.99,8.64,2.07,0.09,0.95,2.29,37.26,59.55,61.10,104.07,89332.90,189654.02,50.42,0.00,570.83,4229.45,1408.67,51.35,579.82,510.21,58.56,-27677.30,-99876.35,2256188.18,15167455.45,115741.30,0.00,16462.04,701605.71,170888.81,9571.22,56872.27,177712.78,3806340.75,3455722.65,662384.67,-430482.64
2024-11-02,-2.58,-4.60,57.96,187.98,2.06,0.00,0.99,8.47,1.52,0.04,0.94,1.77,23.65,108.33,49.88,90.79,69122.55,167349.84,58.07,1.48,568.98,4081.71,1155.59,23.76,574.11,460.79,33.80,-147955.48,-85796.81,-1487420.55,10852741.90,98786.11,-88.09,-49267.45,224635.25,-1441.55,-4650.19,41434.95,44398.71,1405374.11,1470961.18,517362.28,-2526817.95
2024-11-03,-2.70,-7.48,59.25,185.79,1.42,0.00,0.99,10.80,1.74,0.02,1.00,1.56,21.23,111.81,36.53,103.50,70700.73,165940.41,37.10,0.00,568.57,5215.91,1246.88,14.31,608.69,464.98,36.47,-85625.86,-277095.05,965334.16,9224424.26,61687.03,0.00,1405.31,644068.96,94904.22,-1161.79,35178.91,107927.61,1438911.37,2185284.22,-921864.52,-2923594.87
2024-11-04,-2.59,-3.87,78.76,218.91,1.38,0.24,1.88,14.59,5.63,0.79,1.08,2.09,44.73,57.55,51.72,90.18,93592.87,194727.80,33.78,254.26,1082.38,7139.72,3372.87,466.70,665.01,535.19,101.85,25049.41,-86027.84,6044408.97,24534066.49,139574.61,61118.07,145252.51,1944839.30,1062135.91,123284.94,88400.53,316614.34,5738279.93,5170450.09,2005912.19,1834833.55
2024-11-05,-2.69,-4.13,72.18,212.55,1.92,0.00,1.28,13.22,4.56,0.36,1.16,2.43,45.56,59.78,58.52,92.09,85027.73,188870.70,53.52,0.00,735.92,6372.62,2902.19,211.37,717.61,509.84,97.04,63053.52,-46224.55,5701916.08,22502091.06,165862.68,0.00,109011.25,1624156.97,701367.15,52964.53,95901.31,339301.50,5864355.06,5271627.57,1697812.91,1893403.25
2024-11-06,-4.29,-5.55,66.93,206.78,1.84,1.01,1.74,12.96,5.37,0.50,1.18,2.70,37.33,113.74,55.87,102.12,79392.90,183703.67,52.36,1015.37,1001.24,6504.71,3298.86,297.48,724.86,459.82,95.87,27813.81,19347.14,2224510.82,26506349.95,222210.57,384856.21,34959.23,2112660.13,1706618.47,51103.72,129083.70,351319.74,5402567.58,4085835.79,1848729.08,2290469.32
2024-11-07,-2.81,-3.08,79.50,228.76,1.47,1.44,2.41,13.21,13.94,0.31,1.23,2.52,51.82,72.49,45.35,92.66,94580.85,203227.75,45.52,1388.62,1388.66,6593.14,8599.03,181.51,759.14,526.87,140.50,442969.56,134620.72,4789203.33,394596661.90,2282667.58,11911749.25,165731.74,39623308.66,77999086.81,41333.91,1919305.76,9709810.71,88622585.40,48617393.64,18999470.11,29393319.64
2024-11-08,-3.28,-8.33,60.47,221.24,2.02,0.95,0.98,14.94,11.53,0.62,1.19,2.59,33.97,97.67,56.05,98.52,71447.43,196950.10,56.63,975.79,566.29,7262.81,7223.53,364.93,736.17,483.10,173.98,57061.10,283354.08,1865986.47,51748485.65,463903.84,748527.65,11051.07,4516128.30,5081029.44,94502.47,279735.41,414701.29,8003478.70,5794042.99,6402211.94,8728989.02
2024-11-09,-2.82,-8.38,75.68,211.81,2.07,0.00,0.98,13.28,4.12,1.60,1.07,2.40,41.20,51.99,60.50,94.91,88999.08,189286.99,57.54,4.74,563.08,6275.93,2500.13,946.10,657.36,525.58,105.04,55515.89,72769.58,7481943.71,24994438.88,199746.45,853.74,84405.65,1765469.70,694504.20,275719.48,101837.08,449114.13,5320203.86,4709463.27,888322.01,1557161.23
2024-11-10,-2.79,-9.01,68.00,216.20,2.03,0.00,0.98,9.48,4.15,0.68,1.04,2.13,34.14,49.16,62.80,101.61,80155.50,193273.76,56.30,4.20,563.22,4616.73,2649.09,399.75,641.70,522.32,85.90,588.75,319246.39,3756750.37,21352202.91,184993.83,707.44,45168.44,1037265.32,645359.92,112373.48,103895.81,317258.06,3467132.61,4368211.62,1875515.96,772491.25
2024-11-11,-2.76,-3.42,81.69,241.23,1.97,0.75,1.28,11.71,12.75,1.45,1.06,2.09,50.89,53.86,42.08,81.27,96582.89,215660.66,54.96,784.08,737.88,5825.35,8267.37,854.25,656.54,570.02,76.21,137966.26,269214.21,6539822.79,61196147.63,434563.29,778479.05,143233.53,4556850.00,5090578.32,198219.94,279693.36,1232038.07,14482467.32,7308237.04,4077980.27,9746948.91
2024-11-12,-2.52,-5.51,79.42,236.46,1.88,0.19,1.97,15.73,18.08,0.99,1.20,2.08,58.37,47.53,44.09,80.66,92995.04,211842.98,53.25,195.85,1136.07,7668.70,12033.45,586.40,745.69,563.63,187.66,277419.14,643327.20,10308299.46,50971863.89,443654.80,56766.97,272412.46,3789254.61,4063470.11,138262.84,303904.53,442767.05,9969415.10,7716725.50,5837464.51,10154508.44
2024-11-13,-2.78,-6.67,72.13,224.46,1.68,0.05,2.26,15.97,12.38,1.06,1.15,2.20,46.49,75.19,47.56,86.46,84566.58,200824.97,47.50,36.64,1298.74,7836.20,7736.65,622.72,707.47,523.97,111.53,2731.60,284506.00,4564935.32,29773433.68,227509.62,8012.19,146169.89,2451112.95,2153679.16,150372.09,148392.40,320067.98,6425029.32,5592393.16,2736462.87,2053133.66
2024-11-14,-3.00,-8.94,69.51,218.03,1.38,0.00,3.59,14.34,11.89,1.76,1.00,2.43,49.93,49.92,60.38,101.22,81831.43,195069.61,36.65,0.00,2068.77,6788.37,7494.70,1037.73,617.95,514.34,122.20,153971.68,516396.56,6524552.21,28810904.00,192518.67,0.00,425280.25,2197393.98,2235411.34,252765.19,121368.83,376854.30,6765499.72,5916855.08,3879534.21,3746932.91
2024-11-15,-2.95,-8.32,70.05,217.49,1.87,0.01,2.65,12.68,8.40,1.45,1.04,2.38,48.83,65.47,61.46,93.25,82948.76,194259.94,52.70,8.79,1527.18,6135.63,5237.89,857.04,640.50,506.58,81.62,64430.13,713336.32,5014247.18,29597461.12,258536.76,1453.54,256111.84,2171317.54,1807684.09,204662.61,143399.21,416687.12,6713262.12,8030007.48,4301091.55,4106730.59
2024-11-16,-3.01,-11.67,66.68,193.25,1.53,0.00,1.73,8.56,3.06,0.36,1.02,2.50,28.32,112.57,57.75,95.55,79447.86,172560.16,37.28,0.00,993.22,4184.33,1861.43,209.53,630.18,465.65,22.94,22486.92,664899.33,1645613.87,18704627.15,151468.81,0.00,-19227.40,1106608.19,355708.71,39235.25,109252.24,312006.85,2424939.45,4775387.15,2454335.23,865510.08
2024-11-17,-2.94,-9.87,61.73,185.99,1.67,0.00,0.98,7.69,7.94,0.00,1.11,1.70,28.77,124.99,37.01,94.10,73392.78,166250.19,42.18,0.70,565.33,4091.85,5075.23,0.00,686.07,462.41,72.74,-338860.11,142601.75,-141979.54,14270509.14,109080.17,21.45,-72663.74,806410.19,1028416.80,0.00,71289.20,95494.74,2262090.21,1276794.10,-247507.78,-5132011.96
2024-11-18,-2.97,-10.39,66.44,200.67,1.93,0.66,0.98,12.38,12.76,0.34,1.18,2.42,35.92,90.22,53.74,98.79,79244.80,179429.90,52.37,682.12,562.91,6234.19,7880.79,201.64,728.15,486.71,212.86,-12230.22,345847.52,1369558.83,56833712.15,500228.87,977827.02,5393.86,5973160.20,10439335.81,30041.54,286832.78,881411.59,10797037.59,5250849.25,4443198.26,484820.27
2024-11-19,-3.48,-7.37,82.14,213.52,1.73,0.00,2.29,19.81,6.71,1.00,1.21,2.81,44.23,55.86,54.42,87.55,98274.01,191018.61,47.77,0.00,1295.24,9021.95,4122.15,590.80,747.59,542.51,123.44,189917.57,689111.47,5495671.19,31459878.30,254503.60,0.00,107441.61,3031549.34,1137026.78,133914.64,179451.94,374184.69,5867807.86,6397714.66,4259034.69,2879869.57
2024-11-20,-2.80,-6.86,80.89,214.69,1.69,0.00,1.96,11.25,3.87,0.55,1.07,2.18,35.60,76.54,51.77,91.33,96700.55,192068.46,46.21,0.00,1130.27,5483.95,2300.99,322.20,656.17,529.87,118.02,112443.43,673537.10,5347050.59,29648460.44,268046.01,-0.05,103220.99,1761991.70,573429.84,71868.29,172106.10,323718.51,4099613.95,8294095.57,4330678.12,4371665.14
2024-11-21,-2.80,-7.88,83.97,209.24,1.74,0.00,3.79,14.98,9.77,1.58,1.05,2.49,41.63,64.58,54.97,98.33,99629.66,187559.01,50.09,0.91,2184.08,6983.17,5832.97,934.58,647.96,526.15,142.64,155991.65,601855.84,8921449.99,33001256.49,256491.15,481.23,511569.03,2691360.68,2032367.29,249641.18,145025.14,471348.63,6891284.18,8625865.85,4369293.93,6267322.00
2024-11-22,-3.04,-4.99,85.53,208.53,0.99,0.06,8.31,22.23,12.97,1.46,1.02,2.51,50.65,71.38,59.98,95.38,101607.68,187119.05,34.88,49.09,4716.28,10121.38,7849.30,863.63,627.43,510.63,185.40,214834.84,332229.30,9596491.24,45514873.87,202377.08,11495.54,1413737.56,5447121.38,3634446.42,278973.78,221364.90,1086497.47,12225709.64,9860822.30,6202843.82,9551529.73
2024-11-23,-2.88,-9.75,83.63,197.36,0.72,0.00,5.59,19.18,7.23,1.27,0.87,2.09,40.09,84.02,57.26,95.47,99448.92,176910.69,25.39,0.39,3147.27,8607.25,4344.06,748.19,550.56,504.66,94.23,77974.42,125235.22,6666628.40,20482052.81,72387.34,26.68,641939.06,2030353.55,1070475.25,178431.39,64282.72,310940.50,5632797.02,5721335.58,1418278.31,2778092.61
2024-11-24,-2.42,-8.38,87.33,201.44,1.13,0.00,6.15,20.51,14.15,2.55,0.75,1.78,44.51,39.24,52.51,90.09,103760.09,180794.40,36.00,0.00,3540.76,9165.26,8389.63,1505.42,481.23,558.04,122.67,128562.84,-12677.33,12201860.93,23020674.42,116845.30,0.00,821100.00,2871934.78,2396256.41,355966.88,56938.17,317379.47,6612118.64,4925555.77,1776181.50,3582198.47
2024-11-25,-2.58,-5.10,93.20,212.40,1.66,0.49,10.02,23.26,16.25,2.28,0.83,1.99,58.85,35.39,59.42,95.34,110761.81,190570.21,52.14,485.44,5694.13,10608.02,9740.37,1343.78,518.11,546.24,159.61,212803.89,137768.67,15642014.42,32289086.41,242105.80,161734.95,1670783.43,4363427.91,3611270.66,382833.35,99633.09,479318.82,11029997.93,5435868.89,4129393.43,7870860.80
2024-11-26,-3.02,-4.82,92.93,222.35,1.84,0.75,7.33,24.54,14.81,2.22,0.94,1.99,57.21,55.29,56.67,99.76,110446.04,198895.27,53.83,749.57,4150.57,11301.85,9055.14,1306.66,571.58,533.52,224.62,288300.19,242965.38,13082233.31,51932904.34,341987.15,361055.18,1097547.21,4395518.98,4751258.21,329124.63,115116.15,620081.35,16900670.43,8651891.21,6853844.76,10045559.26
2024-11-27,-2.65,-5.19,85.79,235.67,1.86,1.19,2.36,17.13,15.45,0.39,0.95,2.20,47.51,104.36,42.82,95.75,101946.62,210300.12,54.32,1187.53,1360.37,8422.95,9483.01,228.31,588.56,516.70,556.75,208713.11,449707.60,6282114.35,141686743.89,767246.60,820564.42,98982.27,5021089.56,16708167.35,49579.37,112982.20,2262831.50,46878774.90,28196781.60,31064904.86,69191170.85
2024-11-28,-2.50,-3.98,80.04,248.34,1.94,0.92,3.34,23.66,13.31,1.04,0.75,1.34,49.80,59.21,60.87,92.08,95154.60,221208.40,57.03,901.54,1924.85,11095.27,7919.75,612.93,480.22,538.53,139.26,147547.67,460777.70,7147136.90,38411250.45,294337.92,211408.86,331946.51,3659379.76,2416319.09,117016.61,106372.31,200786.02,7280598.09,7182414.82,6915588.17,8739083.56
2024-11-29,-1.83,-1.07,62.76,243.09,2.00,0.00,3.91,19.27,17.19,2.07,0.93,1.81,52.65,77.99,46.91,88.26,75471.93,216565.22,55.94,2.53,2252.43,8891.91,10341.42,1221.61,577.70,512.02,193.30,276721.62,98284.62,7721953.93,51960776.76,386554.87,14017.40,440984.21,3003351.72,3095562.90,271921.84,139495.00,353883.26,13318115.41,12532043.46,7991439.56,10197828.60
2024-11-30,-2.40,-1.44,65.77,258.54,1.29,0.00,4.90,14.98,8.94,2.44,1.12,1.95,44.10,75.83,28.19,65.20,79096.88,230235.00,38.43,0.00,2820.27,6980.70,5469.90,1441.45,688.43,573.87,152.57,172985.17,156527.64,9047782.52,41380347.16,212786.64,0.00,635668.60,2420667.41,1390682.93,377565.29,174362.46,341953.06,6565378.61,10104520.26,3532633.01,7119412.24
2024-12-01,-2.18,-10.34,62.24,239.23,1.21,0.00,3.76,12.21,5.09,0.96,1.24,1.71,31.55,71.88,52.62,80.30,74217.15,212716.66,35.36,0.00,2164.86,5753.42,3219.08,563.99,766.00,542.97,108.09,27097.03,798925.01,3887245.52,31007984.11,172744.95,0.00,343644.14,1938180.70,881589.31,151459.32,158796.16,272241.16,4008911.29,3897848.99,3368326.41,2144766.88
